data,model,params,n,thread,iter,map5095,map50,precision,recall,f1,n_all,n_fn,n_fp,family,size
b_light,yolo11x,56.9,500,9,2,0.5228,0.8147,0.8585,0.7179,0.7819,436,104,82,YOLOv11,large
0_all,rtdetr-x,86.0,32,9,2,0.4664,0.7639,0.8658,0.681,0.7624,1160,276,315,DETR,large
0_all,rtdetr-x,86.0,128,9,2,0.5488,0.858,0.8963,0.7824,0.8355,1160,144,677,DETR,large
0_all,rtdetr-x,86.0,500,9,2,0.3677,0.6029,0.6562,0.5845,0.6183,1160,295,1494,DETR,large
a1_t2s,rtdetr-x,86.0,32,9,2,0.1423,0.2648,0.5506,0.2609,0.3541,709,506,271,DETR,large
a1_t2s,rtdetr-x,86.0,128,9,2,0.1406,0.2827,0.4444,0.3202,0.3722,709,429,579,DETR,large
a1_t2s,rtdetr-x,86.0,500,9,2,0.1418,0.2485,0.4488,0.268,0.3356,709,485,467,DETR,large
a2_s2t,rtdetr-x,86.0,32,9,2,0.3017,0.5413,0.6614,0.5011,0.5702,451,172,297,DETR,large
a2_s2t,rtdetr-x,86.0,128,9,2,0.3882,0.6599,0.7302,0.5831,0.6485,451,115,344,DETR,large
a2_s2t,rtdetr-x,86.0,500,9,2,0.3729,0.6893,0.7625,0.6275,0.6884,451,97,460,DETR,large
b_light,rtdetr-x,86.0,32,9,2,0.3998,0.6989,0.8254,0.6353,0.718,436,121,193,DETR,large
b_light,rtdetr-x,86.0,128,9,2,0.3412,0.5706,0.7227,0.5596,0.6308,436,126,765,DETR,large
b_light,rtdetr-x,86.0,500,9,2,0.5046,0.7913,0.8814,0.6988,0.7796,436,66,444,DETR,large
0_all,rtdetr-l,45.0,32,9,2,0.462,0.7564,0.8683,0.6957,0.7725,1160,297,293,DETR,small
0_all,rtdetr-l,45.0,128,9,2,0.5496,0.8752,0.8889,0.794,0.8387,1160,126,427,DETR,small
0_all,rtdetr-l,45.0,500,9,2,0.6195,0.9277,0.9174,0.8716,0.894,1160,106,182,DETR,small
a1_t2s,rtdetr-l,45.0,32,9,2,0.0563,0.1237,0.2848,0.1523,0.1985,709,584,312,DETR,small
a1_t2s,rtdetr-l,45.0,128,9,2,0.1293,0.2275,0.5725,0.22,0.3179,709,513,348,DETR,small
a1_t2s,rtdetr-l,45.0,500,9,2,0.1604,0.2879,0.5656,0.268,0.3637,709,481,322,DETR,small
a2_s2t,rtdetr-l,45.0,32,9,2,0.2875,0.5386,0.6444,0.5055,0.5666,451,192,157,DETR,small
a2_s2t,rtdetr-l,45.0,128,9,2,0.4269,0.7282,0.7803,0.6874,0.7309,451,83,459,DETR,small
a2_s2t,rtdetr-l,45.0,500,9,2,0.4767,0.7682,0.875,0.6452,0.7428,451,84,284,DETR,small
b_light,rtdetr-l,45.0,32,9,2,0.4359,0.7241,0.8663,0.6389,0.7354,436,92,398,DETR,small
b_light,rtdetr-l,45.0,128,9,2,0.4586,0.7533,0.8433,0.672,0.748,436,95,300,DETR,small
b_light,rtdetr-l,45.0,500,9,2,0.5204,0.8168,0.8767,0.7156,0.788,436,61,338,DETR,small
0_all,yolo12n,2.6,32,9,2,0.4228,0.7616,0.8144,0.6808,0.7416,1160,222,560,YOLOv12,small
0_all,yolo12n,2.6,128,9,2,0.5273,0.8659,0.8511,0.7862,0.8174,1160,173,299,YOLOv12,small
0_all,yolo12n,2.6,500,9,2,0.6183,0.9217,0.9074,0.8784,0.8926,1160,114,149,YOLOv12,small
a1_t2s,yolo12n,2.6,32,9,2,0.0681,0.1538,0.3644,0.0987,0.1554,709,644,55,YOLOv12,small
a1_t2s,yolo12n,2.6,128,9,2,0.0905,0.1829,0.4711,0.158,0.2366,709,595,84,YOLOv12,small
a1_t2s,yolo12n,2.6,500,9,2,0.1263,0.2587,0.4082,0.2482,0.3087,709,505,327,YOLOv12,small
a2_s2t,yolo12n,2.6,32,9,2,0.0862,0.2442,0.3022,0.2949,0.2985,451,303,250,YOLOv12,small
a2_s2t,yolo12n,2.6,128,9,2,0.2868,0.5614,0.657,0.5366,0.5907,451,215,73,YOLOv12,small
a2_s2t,yolo12n,2.6,500,9,2,0.3389,0.636,0.7005,0.5808,0.6351,451,168,126,YOLOv12,small
b_light,yolo12n,2.6,32,9,2,0.3548,0.6327,0.7935,0.5377,0.641,436,176,87,YOLOv12,small
b_light,yolo12n,2.6,128,9,2,0.4448,0.7389,0.8488,0.6628,0.7444,436,132,74,YOLOv12,small
b_light,yolo12n,2.6,500,9,2,0.512,0.82,0.8639,0.7317,0.7923,436,85,132,YOLOv12,small
0_all,yolo11n,2.6,32,9,2,0.456,0.7568,0.8794,0.6224,0.7289,1160,424,102,YOLOv11,small
0_all,yolo11n,2.6,128,9,2,0.5604,0.877,0.8869,0.7819,0.8311,1160,195,174,YOLOv11,small
0_all,yolo11n,2.6,500,9,2,0.6176,0.9248,0.9182,0.8517,0.8837,1160,125,157,YOLOv11,small
a1_t2s,yolo11n,2.6,32,9,2,0.0662,0.1458,0.2157,0.0931,0.13,709,661,43,YOLOv11,small
a1_t2s,yolo11n,2.6,128,9,2,0.1181,0.2387,0.4429,0.2228,0.2965,709,563,137,YOLOv11,small
a1_t2s,yolo11n,2.6,500,9,2,0.1198,0.2363,0.5156,0.2087,0.2972,709,538,247,YOLOv11,small
a2_s2t,yolo11n,2.6,32,9,2,0.1888,0.3852,0.6444,0.337,0.4426,451,271,177,YOLOv11,small
a2_s2t,yolo11n,2.6,128,9,2,0.2942,0.5926,0.775,0.5344,0.6326,451,207,53,YOLOv11,small
a2_s2t,yolo11n,2.6,500,9,2,0.3705,0.6534,0.7589,0.5854,0.6609,451,176,80,YOLOv11,small
b_light,yolo11n,2.6,32,9,2,0.3596,0.6683,0.8072,0.5955,0.6854,436,159,93,YOLOv11,small
b_light,yolo11n,2.6,128,9,2,0.4919,0.7753,0.8897,0.7064,0.7875,436,128,31,YOLOv11,small
b_light,yolo11n,2.6,500,9,2,0.527,0.815,0.86,0.7042,0.7743,436,116,67,YOLOv11,small
0_all,yolo12x,59.1,32,0,1,0.427,0.7621,0.7897,0.6819,0.7319,1160,277,352,YOLOv12,large
0_all,yolo12x,59.1,128,0,1,0.5827,0.8781,0.9143,0.7707,0.8364,1160,254,69,YOLOv12,large
0_all,yolo12x,59.1,500,0,1,0.6454,0.9325,0.9091,0.8627,0.8853,1160,131,120,YOLOv12,large
a1_t2s,yolo12x,59.1,32,0,1,0.0581,0.1369,0.2795,0.1227,0.1705,709,630,113,YOLOv12,large
a1_t2s,yolo12x,59.1,128,0,1,0.1053,0.2009,0.3564,0.1848,0.2434,709,574,172,YOLOv12,large
a1_t2s,yolo12x,59.1,500,0,1,0.087,0.1608,0.457,0.165,0.2425,709,562,242,YOLOv12,large
a2_s2t,yolo12x,59.1,32,0,1,0.0501,0.1518,0.2675,0.2151,0.2384,451,336,204,YOLOv12,large
a2_s2t,yolo12x,59.1,128,0,1,0.2692,0.5466,0.6208,0.5155,0.5633,451,222,102,YOLOv12,large
a2_s2t,yolo12x,59.1,500,0,1,0.3396,0.607,0.6951,0.5277,0.6,451,149,301,YOLOv12,large
b_light,yolo12x,59.1,32,0,1,0.3494,0.5996,0.79,0.4931,0.6072,436,236,31,YOLOv12,large
b_light,yolo12x,59.1,128,0,1,0.4842,0.743,0.8157,0.656,0.7272,436,155,54,YOLOv12,large
b_light,yolo12x,59.1,500,0,1,0.5242,0.8017,0.8979,0.7179,0.7979,436,101,70,YOLOv12,large
0_all,yolo11x,56.9,32,0,1,0.419,0.7344,0.8023,0.6664,0.7281,1160,345,244,YOLOv11,large
0_all,yolo11x,56.9,128,0,1,0.5814,0.8726,0.9184,0.7716,0.8386,1160,263,58,YOLOv11,large
0_all,yolo11x,56.9,500,0,1,0.6327,0.9272,0.9158,0.8625,0.8884,1160,141,101,YOLOv11,large
a1_t2s,yolo11x,56.9,32,0,1,0.0521,0.1219,0.1488,0.1114,0.1274,709,657,81,YOLOv11,large
a1_t2s,yolo11x,56.9,128,0,1,0.0847,0.1579,0.3602,0.1312,0.1923,709,614,124,YOLOv11,large
a1_t2s,yolo11x,56.9,500,0,1,0.0961,0.1874,0.3088,0.2149,0.2534,709,565,234,YOLOv11,large
a2_s2t,yolo11x,56.9,32,0,1,0.1102,0.2766,0.4142,0.3016,0.349,451,326,108,YOLOv11,large
a2_s2t,yolo11x,56.9,128,0,1,0.1779,0.3824,0.5161,0.3725,0.4327,451,282,90,YOLOv11,large
a2_s2t,yolo11x,56.9,500,0,1,0.3406,0.6086,0.7557,0.5477,0.6351,451,172,131,YOLOv11,large
b_light,yolo11x,56.9,32,0,1,0.3504,0.5786,0.8171,0.4404,0.5723,436,269,18,YOLOv11,large
b_light,yolo11x,56.9,128,0,1,0.4722,0.7461,0.8633,0.6374,0.7334,436,137,58,YOLOv11,large
b_light,yolo11x,56.9,500,0,1,0.5156,0.7835,0.8786,0.7136,0.7876,436,116,71,YOLOv11,large
0_all,rtdetr-x,86.0,32,0,1,0.4768,0.8072,0.859,0.7172,0.7817,1160,170,925,DETR,large
0_all,rtdetr-x,86.0,128,0,1,0.4475,0.7627,0.7718,0.6853,0.726,1160,150,2770,DETR,large
0_all,rtdetr-x,86.0,500,0,1,0.5333,0.871,0.8594,0.8011,0.8292,1160,87,1181,DETR,large
a1_t2s,rtdetr-x,86.0,32,0,1,0.0969,0.1981,0.5403,0.1946,0.2862,709,540,321,DETR,large
a1_t2s,rtdetr-x,86.0,128,0,1,0.098,0.2094,0.4539,0.2313,0.3065,709,495,541,DETR,large
a1_t2s,rtdetr-x,86.0,500,0,1,0.1473,0.2677,0.5787,0.2623,0.361,709,505,261,DETR,large
a2_s2t,rtdetr-x,86.0,32,0,1,0.3096,0.5875,0.7525,0.4967,0.5984,451,184,147,DETR,large
a2_s2t,rtdetr-x,86.0,128,0,1,0.3659,0.6607,0.7522,0.6231,0.6816,451,122,334,DETR,large
a2_s2t,rtdetr-x,86.0,500,0,1,0.4102,0.7162,0.774,0.6541,0.709,451,103,268,DETR,large
b_light,rtdetr-x,86.0,32,0,1,0.4008,0.6756,0.8485,0.6055,0.7067,436,131,209,DETR,large
b_light,rtdetr-x,86.0,128,0,1,0.4506,0.7346,0.8046,0.672,0.7323,436,117,124,DETR,large
b_light,rtdetr-x,86.0,500,0,1,0.3876,0.6716,0.7493,0.5691,0.6469,436,107,454,DETR,large
0_all,rtdetr-l,45.0,32,0,1,0.43,0.7504,0.8348,0.6623,0.7386,1160,256,525,DETR,small
0_all,rtdetr-l,45.0,128,0,1,0.5562,0.8686,0.898,0.8,0.8462,1160,133,482,DETR,small
0_all,rtdetr-l,45.0,500,0,1,0.6097,0.9129,0.9004,0.8328,0.8652,1160,76,448,DETR,small
a1_t2s,rtdetr-l,45.0,32,0,1,0.1045,0.216,0.4673,0.22,0.2992,709,545,152,DETR,small
a1_t2s,rtdetr-l,45.0,128,0,1,0.0961,0.1846,0.6325,0.1707,0.2688,709,558,246,DETR,small
a1_t2s,rtdetr-l,45.0,500,0,1,0.1144,0.2025,0.4432,0.2257,0.2991,709,534,304,DETR,small
a2_s2t,rtdetr-l,45.0,32,0,1,0.3101,0.6256,0.6847,0.5565,0.614,451,111,379,DETR,small
a2_s2t,rtdetr-l,45.0,128,0,1,0.3101,0.5847,0.6375,0.5421,0.5859,451,162,260,DETR,small
a2_s2t,rtdetr-l,45.0,500,0,1,0.4492,0.7691,0.8782,0.6712,0.7608,451,63,703,DETR,small
b_light,rtdetr-l,45.0,32,0,1,0.3916,0.6523,0.7414,0.618,0.6741,436,148,123,DETR,small
b_light,rtdetr-l,45.0,128,0,1,0.4386,0.7167,0.7851,0.6766,0.7268,436,109,282,DETR,small
b_light,rtdetr-l,45.0,500,0,1,0.512,0.7866,0.849,0.7294,0.7847,436,94,163,DETR,small
0_all,yolo12n,2.6,32,0,1,0.4293,0.767,0.8279,0.681,0.7473,1160,293,296,YOLOv12,small
0_all,yolo12n,2.6,128,0,1,0.5505,0.8649,0.8956,0.7763,0.8317,1160,208,155,YOLOv12,small
0_all,yolo12n,2.6,500,0,1,0.6242,0.9334,0.9004,0.8811,0.8907,1160,106,146,YOLOv12,small
a1_t2s,yolo12n,2.6,32,0,1,0.0633,0.134,0.1645,0.1269,0.1433,709,654,74,YOLOv12,small
a1_t2s,yolo12n,2.6,128,0,1,0.0985,0.199,0.3914,0.1636,0.2308,709,605,101,YOLOv12,small
a1_t2s,yolo12n,2.6,500,0,1,0.1455,0.2713,0.4072,0.2567,0.3149,709,532,204,YOLOv12,small
a2_s2t,yolo12n,2.6,32,0,1,0.0938,0.2084,0.1908,0.2106,0.2002,451,410,13,YOLOv12,small
a2_s2t,yolo12n,2.6,128,0,1,0.2566,0.5237,0.6168,0.5166,0.5623,451,196,128,YOLOv12,small
a2_s2t,yolo12n,2.6,500,0,1,0.2355,0.4472,0.5298,0.4323,0.4761,451,256,154,YOLOv12,small
b_light,yolo12n,2.6,32,0,1,0.3625,0.6234,0.7325,0.578,0.6461,436,181,75,YOLOv12,small
b_light,yolo12n,2.6,128,0,1,0.4635,0.7606,0.8626,0.695,0.7698,436,126,45,YOLOv12,small
b_light,yolo12n,2.6,500,0,1,0.5266,0.822,0.8838,0.7362,0.8033,436,91,97,YOLOv12,small
0_all,yolo11n,2.6,32,0,1,0.4641,0.7764,0.8028,0.6853,0.7394,1160,346,180,YOLOv11,small
0_all,yolo11n,2.6,128,0,1,0.5526,0.8745,0.8723,0.8095,0.8397,1160,171,179,YOLOv11,small
0_all,yolo11n,2.6,500,0,1,0.6229,0.9337,0.9119,0.8742,0.8926,1160,96,197,YOLOv11,small
a1_t2s,yolo11n,2.6,32,0,1,0.0559,0.1435,0.3247,0.1227,0.1781,709,631,95,YOLOv11,small
a1_t2s,yolo11n,2.6,128,0,1,0.1112,0.2423,0.4961,0.1932,0.2781,709,565,113,YOLOv11,small
a1_t2s,yolo11n,2.6,500,0,1,0.091,0.1837,0.4002,0.176,0.2444,709,576,163,YOLOv11,small
a2_s2t,yolo11n,2.6,32,0,1,0.1151,0.2523,0.4583,0.2251,0.302,451,361,72,YOLOv11,small
a2_s2t,yolo11n,2.6,128,0,1,0.2186,0.4152,0.6246,0.3614,0.4579,451,296,59,YOLOv11,small
a2_s2t,yolo11n,2.6,500,0,1,0.3653,0.6258,0.8076,0.5011,0.6185,451,179,140,YOLOv11,small
b_light,yolo11n,2.6,32,0,1,0.3788,0.6351,0.7795,0.5434,0.6404,436,219,37,YOLOv11,small
b_light,yolo11n,2.6,128,0,1,0.4938,0.7677,0.8737,0.6663,0.756,436,134,48,YOLOv11,small
b_light,yolo11n,2.6,500,0,1,0.5076,0.8039,0.8373,0.7271,0.7783,436,76,193,YOLOv11,small
0_all,yolo12x,59.1,32,0,2,0.4371,0.7199,0.8486,0.6147,0.7129,1160,416,139,YOLOv12,large
0_all,yolo12x,59.1,128,0,2,0.548,0.8778,0.8757,0.7836,0.8271,1160,151,355,YOLOv12,large
0_all,yolo12x,59.1,500,0,2,0.6323,0.9376,0.9205,0.8587,0.8886,1160,119,135,YOLOv12,large
a1_t2s,yolo12x,59.1,32,0,2,0.0791,0.1786,0.3844,0.1876,0.2521,709,563,212,YOLOv12,large
a1_t2s,yolo12x,59.1,128,0,2,0.1082,0.2044,0.3221,0.2059,0.2512,709,574,203,YOLOv12,large
a1_t2s,yolo12x,59.1,500,0,2,0.1192,0.2124,0.4943,0.1777,0.2614,709,564,203,YOLOv12,large
a2_s2t,yolo12x,59.1,32,0,2,0.1662,0.4453,0.5591,0.4789,0.5159,451,175,345,YOLOv12,large
a2_s2t,yolo12x,59.1,128,0,2,0.2285,0.4467,0.6952,0.4097,0.5156,451,268,57,YOLOv12,large
a2_s2t,yolo12x,59.1,500,0,2,0.3066,0.5702,0.6735,0.51,0.5805,451,190,155,YOLOv12,large
b_light,yolo12x,59.1,32,0,2,0.3408,0.5753,0.767,0.4954,0.602,436,188,130,YOLOv12,large
b_light,yolo12x,59.1,128,0,2,0.5056,0.7665,0.8706,0.6835,0.7658,436,148,21,YOLOv12,large
b_light,yolo12x,59.1,500,0,2,0.5193,0.791,0.862,0.6875,0.7649,436,121,96,YOLOv12,large
0_all,yolo11x,56.9,32,0,2,0.4325,0.7194,0.8228,0.619,0.7065,1160,424,136,YOLOv11,large
0_all,yolo11x,56.9,128,0,2,0.5895,0.8626,0.9004,0.7741,0.8325,1160,265,70,YOLOv11,large
0_all,yolo11x,56.9,500,0,2,0.6361,0.9365,0.9154,0.8681,0.8911,1160,114,143,YOLOv11,large
a1_t2s,yolo11x,56.9,32,0,2,0.0436,0.1059,0.2142,0.1326,0.1638,709,611,255,YOLOv11,large
a1_t2s,yolo11x,56.9,128,0,2,0.0507,0.1054,0.3117,0.1171,0.1702,709,601,311,YOLOv11,large
a1_t2s,yolo11x,56.9,500,0,2,0.1086,0.1855,0.403,0.189,0.2573,709,566,234,YOLOv11,large
a2_s2t,yolo11x,56.9,32,0,2,0.1595,0.3665,0.4724,0.3925,0.4287,451,271,147,YOLOv11,large
a2_s2t,yolo11x,56.9,128,0,2,0.1363,0.3107,0.4186,0.3282,0.3679,451,248,381,YOLOv11,large
a2_s2t,yolo11x,56.9,500,0,2,0.3088,0.5525,0.6673,0.4491,0.5368,451,211,131,YOLOv11,large
b_light,yolo11x,56.9,32,0,2,0.2872,0.5725,0.7619,0.4696,0.5811,436,187,191,YOLOv11,large
b_light,yolo11x,56.9,128,0,2,0.4522,0.7214,0.8433,0.6239,0.7172,436,164,38,YOLOv11,large
b_light,yolo11x,56.9,500,0,2,0.5335,0.8173,0.8216,0.7523,0.7854,436,103,67,YOLOv11,large
0_all,rtdetr-x,86.0,32,0,2,0.4913,0.7749,0.937,0.6897,0.7945,1160,338,63,DETR,large
0_all,rtdetr-x,86.0,128,0,2,0.5612,0.8697,0.9106,0.7988,0.8511,1160,143,289,DETR,large
0_all,rtdetr-x,86.0,500,0,2,0.6115,0.9229,0.9123,0.8517,0.881,1160,74,572,DETR,large
a1_t2s,rtdetr-x,86.0,32,0,2,0.0613,0.1246,0.4241,0.1241,0.192,709,591,350,DETR,large
a1_t2s,rtdetr-x,86.0,128,0,2,0.1236,0.2322,0.4754,0.2326,0.3124,709,509,348,DETR,large
a1_t2s,rtdetr-x,86.0,500,0,2,0.1743,0.3012,0.5255,0.2968,0.3793,709,460,280,DETR,large
a2_s2t,rtdetr-x,86.0,32,0,2,0.4183,0.7027,0.7996,0.6194,0.6981,451,105,374,DETR,large
a2_s2t,rtdetr-x,86.0,128,0,2,0.3427,0.6209,0.7275,0.5565,0.6307,451,134,319,DETR,large
a2_s2t,rtdetr-x,86.0,500,0,2,0.4641,0.731,0.8304,0.663,0.7373,451,100,324,DETR,large
b_light,rtdetr-x,86.0,32,0,2,0.3877,0.6573,0.7845,0.6011,0.6806,436,140,142,DETR,large
b_light,rtdetr-x,86.0,128,0,2,0.4598,0.7597,0.7155,0.7133,0.7144,436,66,522,DETR,large
b_light,rtdetr-x,86.0,500,0,2,0.4051,0.6587,0.785,0.5442,0.6428,436,131,330,DETR,large
0_all,rtdetr-l,45.0,32,0,2,0.4777,0.7669,0.8755,0.6828,0.7672,1160,309,200,DETR,small
0_all,rtdetr-l,45.0,128,0,2,0.539,0.8496,0.8647,0.7483,0.8023,1160,187,289,DETR,small
0_all,rtdetr-l,45.0,500,0,2,0.5769,0.897,0.8803,0.8172,0.8476,1160,59,1250,DETR,small
a1_t2s,rtdetr-l,45.0,32,0,2,0.0875,0.1735,0.4743,0.1678,0.2479,709,542,705,DETR,small
a1_t2s,rtdetr-l,45.0,128,0,2,0.1257,0.2486,0.4577,0.2595,0.3312,709,456,772,DETR,small
a1_t2s,rtdetr-l,45.0,500,0,2,0.1168,0.1991,0.4812,0.2017,0.2842,709,535,332,DETR,small
a2_s2t,rtdetr-l,45.0,32,0,2,0.4069,0.6899,0.8545,0.5765,0.6885,451,116,376,DETR,small
a2_s2t,rtdetr-l,45.0,128,0,2,0.3866,0.6823,0.7037,0.6364,0.6683,451,91,459,DETR,small
a2_s2t,rtdetr-l,45.0,500,0,2,0.4295,0.7109,0.6924,0.6489,0.67,451,92,383,DETR,small
b_light,rtdetr-l,45.0,32,0,2,0.4274,0.6994,0.8623,0.5889,0.6998,436,136,194,DETR,small
b_light,rtdetr-l,45.0,128,0,2,0.46,0.7467,0.8716,0.6692,0.7571,436,103,187,DETR,small
b_light,rtdetr-l,45.0,500,0,2,0.5354,0.8152,0.8959,0.7305,0.8048,436,85,106,DETR,small
0_all,yolo12n,2.6,32,0,2,0.4305,0.7546,0.8455,0.6603,0.7415,1160,311,266,YOLOv12,small
0_all,yolo12n,2.6,128,0,2,0.536,0.8636,0.8539,0.8012,0.8267,1160,151,394,YOLOv12,small
0_all,yolo12n,2.6,500,0,2,0.6114,0.9203,0.8956,0.85,0.8722,1160,120,209,YOLOv12,small
a1_t2s,yolo12n,2.6,32,0,2,0.0492,0.1233,0.2921,0.1509,0.199,709,592,239,YOLOv12,small
a1_t2s,yolo12n,2.6,128,0,2,0.0889,0.1839,0.4084,0.1646,0.2346,709,568,245,YOLOv12,small
a1_t2s,yolo12n,2.6,500,0,2,0.1375,0.253,0.3992,0.2313,0.2929,709,555,160,YOLOv12,small
a2_s2t,yolo12n,2.6,32,0,2,0.1467,0.3286,0.4807,0.3415,0.3993,451,233,542,YOLOv12,small
a2_s2t,yolo12n,2.6,128,0,2,0.2341,0.4855,0.6586,0.4279,0.5188,451,266,62,YOLOv12,small
a2_s2t,yolo12n,2.6,500,0,2,0.2668,0.5106,0.6254,0.4723,0.5382,451,206,195,YOLOv12,small
0_all,yolo12x,59.1,32,0,2,0.4241,0.7269,0.8276,0.6431,0.7238,1160,358,234,YOLOv12,large
0_all,yolo12x,59.1,128,0,2,0.5786,0.8678,0.8694,0.7863,0.8258,1160,253,105,YOLOv12,large
0_all,yolo12x,59.1,500,0,2,0.628,0.9336,0.9108,0.869,0.8894,1160,95,200,YOLOv12,large
a1_t2s,yolo12x,59.1,32,0,2,0.0434,0.0992,0.1957,0.0959,0.1287,709,648,149,YOLOv12,large
a1_t2s,yolo12x,59.1,128,0,2,0.1051,0.1919,0.3858,0.1791,0.2447,709,569,219,YOLOv12,large
a1_t2s,yolo12x,59.1,500,0,2,0.1127,0.2099,0.4536,0.2017,0.2792,709,542,236,YOLOv12,large
a2_s2t,yolo12x,59.1,32,0,2,0.1981,0.4936,0.6378,0.4646,0.5376,451,151,403,YOLOv12,large
a2_s2t,yolo12x,59.1,128,0,2,0.2715,0.543,0.674,0.5122,0.5821,451,212,115,YOLOv12,large
a2_s2t,yolo12x,59.1,500,0,2,0.3102,0.5785,0.6829,0.541,0.6037,451,150,225,YOLOv12,large
b_light,yolo12x,59.1,32,0,2,0.3261,0.5731,0.7847,0.5023,0.6125,436,173,191,YOLOv12,large
b_light,yolo12x,59.1,128,0,2,0.4708,0.7331,0.9167,0.617,0.7376,436,165,22,YOLOv12,large
b_light,yolo12x,59.1,500,0,2,0.4972,0.7631,0.8709,0.6652,0.7542,436,108,93,YOLOv12,large
0_all,yolo11x,56.9,32,0,2,0.4482,0.7233,0.8232,0.6293,0.7133,1160,467,88,YOLOv11,large
0_all,yolo12n,2.6,32,0,2,0.4591,0.7672,0.876,0.6454,0.7432,1160,369,149,YOLOv12,small
0_all,yolo12n,2.6,128,0,2,0.5768,0.8748,0.8775,0.8029,0.8386,1160,232,96,YOLOv12,small
0_all,yolo12n,2.6,500,0,2,0.6068,0.9135,0.9178,0.8476,0.8813,1160,129,148,YOLOv12,small
a1_t2s,yolo12n,2.6,32,0,2,0.0568,0.1595,0.4981,0.1495,0.23,709,576,310,YOLOv12,small
a1_t2s,yolo12n,2.6,128,0,2,0.1144,0.226,0.408,0.1946,0.2635,709,549,229,YOLOv12,small
a1_t2s,yolo12n,2.6,500,0,2,0.1371,0.257,0.5687,0.2116,0.3084,709,521,208,YOLOv12,small
a2_s2t,yolo12n,2.6,32,0,2,0.1393,0.3182,0.5083,0.2934,0.372,451,328,55,YOLOv12,small
a2_s2t,yolo12n,2.6,128,0,2,0.2088,0.4424,0.5907,0.4032,0.4792,451,276,75,YOLOv12,small
a2_s2t,yolo12n,2.6,500,0,2,0.303,0.5494,0.6722,0.49,0.5668,451,169,215,YOLOv12,small
b_light,yolo12n,2.6,32,0,2,0.3255,0.5791,0.7946,0.4748,0.5944,436,212,77,YOLOv12,small
b_light,yolo12n,2.6,128,0,2,0.4866,0.768,0.8982,0.6697,0.7673,436,132,48,YOLOv12,small
b_light,yolo12n,2.6,500,0,2,0.4988,0.7798,0.8507,0.7087,0.7733,436,116,77,YOLOv12,small
0_all,yolo11n,2.6,32,0,2,0.4612,0.7637,0.8645,0.6658,0.7522,1160,372,110,YOLOv11,small
0_all,yolo11n,2.6,128,0,2,0.5513,0.8636,0.8834,0.7775,0.8271,1160,215,141,YOLOv11,small
0_all,yolo11n,2.6,500,0,2,0.6157,0.9295,0.8933,0.8587,0.8756,1160,129,155,YOLOv11,small
a1_t2s,yolo11n,2.6,32,0,2,0.0578,0.1261,0.1579,0.11,0.1297,709,662,85,YOLOv11,small
a1_t2s,yolo11n,2.6,128,0,2,0.1095,0.2076,0.3414,0.1805,0.2362,709,581,163,YOLOv11,small
a1_t2s,yolo11n,2.6,500,0,2,0.0981,0.188,0.3403,0.1989,0.251,709,577,202,YOLOv11,small
a2_s2t,yolo11n,2.6,32,0,2,0.1551,0.3442,0.4719,0.3991,0.4324,451,274,123,YOLOv11,small
a2_s2t,yolo11n,2.6,128,0,2,0.2704,0.5017,0.6396,0.4525,0.53,451,249,64,YOLOv11,small
a2_s2t,yolo11n,2.6,500,0,2,0.3485,0.6223,0.7192,0.5543,0.6261,451,182,105,YOLOv11,small
b_light,yolo11n,2.6,32,0,2,0.3783,0.6631,0.7977,0.5734,0.6672,436,115,336,YOLOv11,small
b_light,yolo11n,2.6,128,0,2,0.4819,0.7635,0.8846,0.6674,0.7608,436,137,38,YOLOv11,small
b_light,yolo11n,2.6,500,0,2,0.4954,0.7756,0.8554,0.6972,0.7683,436,120,82,YOLOv11,small
0_all,yolo12x,59.1,32,2,1,0.3823,0.7166,0.7685,0.6388,0.6976,1160,337,376,YOLOv12,large
0_all,yolo12x,59.1,128,2,1,0.5792,0.857,0.878,0.7741,0.8228,1160,278,71,YOLOv12,large
0_all,yolo12x,59.1,500,2,1,0.6347,0.9295,0.9262,0.855,0.8892,1160,132,130,YOLOv12,large
a1_t2s,yolo12x,59.1,32,2,1,0.0296,0.0886,0.1533,0.1016,0.1222,709,646,194,YOLOv12,large
a1_t2s,yolo12x,59.1,128,2,1,0.1186,0.2172,0.3548,0.2228,0.2738,709,550,259,YOLOv12,large
a1_t2s,yolo12x,59.1,500,2,1,0.1029,0.1887,0.4124,0.1989,0.2683,709,550,228,YOLOv12,large
a2_s2t,yolo12x,59.1,32,2,1,0.1085,0.2698,0.4551,0.2683,0.3376,451,366,37,YOLOv12,large
a2_s2t,yolo12x,59.1,128,2,1,0.2697,0.5332,0.7115,0.4538,0.5542,451,229,84,YOLOv12,large
a2_s2t,yolo12x,59.1,500,2,1,0.314,0.6013,0.611,0.5965,0.6037,451,158,190,YOLOv12,large
b_light,yolo12x,59.1,32,2,1,0.3556,0.6249,0.7585,0.5528,0.6395,436,188,87,YOLOv12,large
b_light,yolo12x,59.1,128,2,1,0.4515,0.7029,0.8903,0.5688,0.6941,436,178,50,YOLOv12,large
b_light,yolo12x,59.1,500,2,1,0.5262,0.8095,0.9013,0.7041,0.7906,436,104,66,YOLOv12,large
0_all,yolo11x,56.9,32,2,1,0.3972,0.7208,0.793,0.6491,0.7139,1160,366,232,YOLOv11,large
